Package Name,Dependencies,Optional Dependencies,Needed By,Config File Path
ncurses,glibc  gcc-libs,bash,aalib  bash  gptfdisk  guile  htop  lame  less  libcaca  libcdio  libedit  libxml2  llvm-libs  nano  pinentry  procps-ng  psmisc  readline  texinfo  util-linux  w3m,/etc/ncurses.conf
ndctl,iniparser  json-c  keyutils  kmod  libtraceevent  libtracefs  systemd-libs  util-linux-libs,None,None,/etc/ndctl.conf
neofetch,bash,catimg,None,/etc/neofetch.conf
neovim,libtermkey  libuv  msgpack-c  unibilium  libvterm>0.1.4  luajit  libluv  tree-sitter,python-pynvim,None,/etc/neovim.conf
nettle,glibc  gmp,None,gnutls  gst-plugins-good  wget  xorg-server,/etc/nettle.conf
network-manager-applet,libappindicator-gtk3  libmm-glib  libnma  libsecret  networkmanager  nm-connection-editor,None,None,/etc/network-manager-applet.conf
networkmanager,audit  bluez-libs  curl  iproute2  jansson  libmm-glib  libndp  libnewt  libnm  libpsl  libteam  mobile-broadband-provider-info  wpa_supplicant,bluez,network-manager-applet,/etc/networkmanager.conf
nitrogen,gtkmm  hicolor-icon-theme  librsvg,None,None,/etc/nitrogen.conf
nm-connection-editor,jansson  libnma,None,network-manager-applet,/etc/nm-connection-editor.conf
node-gyp,nodejs  nodejs-nopt  python  semver,None,npm,/etc/node-gyp.conf
nodejs,brotli  openssl  zlib  icu  libuv  libnghttp2  c-ares,npm,node-gyp  nodejs-nopt  npm  semver,/etc/nodejs.conf
nodejs-nopt,nodejs,None,node-gyp  npm,/etc/nodejs-nopt.conf
noto-fonts,None,noto-fonts-cjk,firefox  sddm,/etc/noto-fonts.conf
npm,nodejs  node-gyp  nodejs-nopt  semver,git,None,/etc/npm.conf
npth,glibc  sh,None,gnupg,/etc/npth.conf
nspr,glibc  sh,None,nss  onlyoffice-bin  poppler  volume_key,/etc/nspr.conf
nss,nspr>=4.35  p11-kit>=0.23.19  sqlite  zlib  sh,None,chromium  electron22  firefox  jre-openjdk-headless  libblockdev  libcacard  libnm  onlyoffice-bin  poppler  visual-studio-code-bin  volume_key,/etc/nss.conf
numactl,glibc,None,ghc-libs  libvirt,/etc/numactl.conf
ocl-icd,glibc,opencl-driver,ffmpeg,/etc/ocl-icd.conf
onlyoffice-bin,curl  gtk3  alsa-lib  libpulse  gstreamer  gst-plugins-base-libs  gst-plugins-ugly  libxss  nss  nspr  ttf-dejavu  ttf-liberation  ttf-carlito  desktop-file-utils  hicolor-icon-theme,libreoffice,None,/etc/onlyoffice-bin.conf
opencore-amr,glibc,None,ffmpeg  gst-plugins-ugly,/etc/opencore-amr.conf
opendoas,pam,None,None,/etc/opendoas.conf
openexr,zlib  imath,None,libjxl,/etc/openexr.conf
openjpeg2,zlib  libpng  libtiff  lcms2,None,ffmpeg  ghostscript  poppler,/etc/openjpeg2.conf
openmpi,gcc-libs  glibc  hwloc  libevent  libnl  openpmix  openssh  zlib  libpmix.so=2-64,cuda,fftw,/etc/openmpi.conf
openpmix,glibc  hwloc  libevent  libevent_core-2.1.so=7-64  libevent_pthreads-2.1.so=7-64  zlib,openpmix-docs,openmpi,/etc/openpmix.conf
openssh,glibc  krb5  libkrb5.so=3-64  libgssapi_krb5.so=2-64  ldns  libedit  libxcrypt  libcrypt.so=2-64  openssl  pam  libpam.so=0-64  zlib,libfido2,gcr  gcr-4  gnome-keyring  openmpi,/etc/openssh.conf
openssl,glibc,ca-certificates [installed],coreutils  cryptsetup  curl  git  kmod  ldns  libarchive  libevent  libimobiledevice  libsasl  libshout  libssh  libssh2  nodejs  openssh  perl-net-ssleay  python  spice-gtk  srt  sudo  systemd  tpm2-tss  w3m  wpa_supplicant,/etc/openssl.conf
opus,glibc,None,chromium  electron22  ffmpeg  gst-plugins-base  jack2  libsndfile  spice-gtk,/etc/opus.conf
orc,glibc,None,gst-plugins-base-libs  pulseaudio,/etc/orc.conf
os-prober,sh,None,None,/etc/os-prober.conf
osinfo-db,None,None,libosinfo,/etc/osinfo-db.conf
otf-aurulent-nerd,None,None,None,/etc/otf-aurulent-nerd.conf
otf-codenewroman-nerd,None,None,None,/etc/otf-codenewroman-nerd.conf
otf-comicshanns-nerd,None,None,None,/etc/otf-comicshanns-nerd.conf
otf-droid-nerd,None,None,None,/etc/otf-droid-nerd.conf
otf-firamono-nerd,None,None,None,/etc/otf-firamono-nerd.conf
otf-font-awesome,None,None,None,/etc/otf-font-awesome.conf
otf-hasklig-nerd,None,None,None,/etc/otf-hasklig-nerd.conf
otf-hermit-nerd,None,None,None,/etc/otf-hermit-nerd.conf
otf-opendyslexic-nerd,None,None,None,/etc/otf-opendyslexic-nerd.conf
otf-overpass-nerd,None,None,None,/etc/otf-overpass-nerd.conf
p11-kit,libp11-kit=0.25.0-1  coreutils  libp11-kit.so=0-64  libsystemd.so=0-64,None,ca-certificates-utils  gcr  gcr-4  nss,/etc/p11-kit.conf
pacman,bash  glibc  libarchive  curl  gpgme  pacman-mirrorlist  gettext  gawk  coreutils  gnupg  grep,perl-locale-gettext,archlinux-keyring  base  base-devel  pacman-contrib  yay,/etc/pacman.conf
pacman-contrib,fakeroot  pacman  perl,diffutils,None,/etc/pacman-contrib.conf
pacman-mirrorlist,None,None,pacman,/etc/pacman-mirrorlist.conf
pam,glibc  libtirpc  pambase  audit  libaudit.so=1-64  libxcrypt  libcrypt.so=2-64,None,gnome-keyring  kbd  libcap  libpwquality  lightdm  opendoas  openssh  polkit  shadow  sudo  systemd  util-linux  xscreensaver,/etc/pam.conf
pambase,None,None,pam,/etc/pambase.conf
pandoc-cli,ghc-libs  hslua-cli  haskell-pandoc  haskell-pandoc-lua-engine  haskell-pandoc-server  haskell-safe  haskell-temporary  haskell-wai-extra  haskell-warp,None,None,/etc/pandoc-cli.conf
pango,cairo  fribidi  harfbuzz  libthai  libxft,None,awesome  girara  gst-plugins-base  gtk2  gtk3  librsvg  pangomm,/etc/pango.conf
pangomm,pango  glibmm  cairomm  libsigc-2.0.so=0-64  libglibmm-2.4.so=1-64  libcairomm-1.0.so=1-64,None,gtkmm  gtkmm3,/etc/pangomm.conf
paprefs,gtkmm3  libsigc++  pulseaudio,None,None,/etc/paprefs.conf
parole,dbus-glib  gst-plugins-base  gst-plugins-good  libnotify  libxfce4ui,gst-libav,None,/etc/parole.conf
parted,device-mapper  util-linux-libs,None,libblockdev  libvirt,/etc/parted.conf
pasystray,libpulse  libnotify  avahi  libx11  gtk3,pulseaudio,None,/etc/pasystray.conf
patch,glibc  attr,ed,base-devel,/etc/patch.conf
pavucontrol,gtkmm3  json-glib  libcanberra  libsigc++,pulseaudio,None,/etc/pavucontrol.conf
pciutils,glibc  hwdata  kmod,which,base  chromium,/etc/pciutils.conf
pcre,glibc  gcc-libs  readline  zlib  bzip2  bash,None,picom  slang,/etc/pcre.conf
pcre2,readline  zlib  bzip2  bash,None,git  glib2  grep  less  libbytesize  ripgrep  systemd  thunar  vte3  wget,/etc/pcre2.conf
pcsclite,libsystemd.so=0-64  libudev.so=1-64  libpolkit-gobject-1.so=0-64,python,wpa_supplicant,/etc/pcsclite.conf
perl,gdbm>=1.17  db5.3  db  glibc  libxcrypt  libcrypt.so=2-64,None,autoconf  automake  biber  docx2txt  ghc-libs  git  groff  pacman-contrib  perl-autovivification  perl-b-hooks-endofscope  perl-business-isbn  perl-business-isbn-data  perl-business-ismn  perl-business-issn  perl-capture-tiny  perl-class-accessor  perl-class-data-inheritable  perl-class-inspector  perl-class-load  perl-class-singleton  perl-clone  perl-data-dump  perl-data-optlist  perl-data-uniqid  perl-datetime-format-builder  perl-devel-stacktrace  perl-dist-checkconflicts  perl-encode-locale  perl-error  perl-exception-class  perl-exporter-tiny  perl-ffi-checklib  perl-file-chdir  perl-file-listing  perl-file-slurp-tiny  perl-file-slurper  perl-file-which  perl-html-tagset  perl-http-cookies  perl-http-daemon  perl-http-message  perl-http-negotiate  perl-io-html  perl-io-socket-ssl  perl-io-string  perl-ipc-run3  perl-libwww  perl-lingua-translit  perl-list-allutils  perl-list-moreutils-xs  perl-list-someutils  perl-list-utilsby  perl-log-log4perl  perl-lwp-mediatypes  perl-math-round  perl-mime-charset  perl-module-runtime  perl-mozilla-ca  perl-mro-compat  perl-namespace-clean  perl-net-http  perl-number-compare  perl-package-stash-xs  perl-params-util  perl-params-validate  perl-parse-recdescent  perl-path-tiny  perl-perlio-utf8-strict  perl-regexp-common  perl-role-tiny  perl-sort-key  perl-sub-exporter  perl-sub-identify  perl-sub-install  perl-text-bibtex  perl-text-csv  perl-text-glob  perl-text-roman  perl-tie-cycle  perl-timedate  perl-try-tiny  perl-unicode-linebreak  perl-uri  perl-variable-magic  perl-www-robotrules  perl-xml-libxml-simple  perl-xml-namespacesupport  perl-xml-sax  perl-xml-sax-base  perl-xml-writer  texinfo  vim,/etc/perl.conf
perl-alien-build,perl-capture-tiny  perl-ffi-checklib  perl-file-chdir  perl-file-which  perl-path-tiny,None,perl-alien-libxml2,/etc/perl-alien-build.conf
perl-alien-libxml2,libxml2  perl-alien-build,None,perl-xml-libxml,/etc/perl-alien-libxml2.conf
perl-autovivification,perl>=5.8.3,None,biber,/etc/perl-autovivification.conf
perl-b-hooks-endofscope,perl-module-implementation  perl-module-runtime  perl-sub-exporter  perl-sub-exporter-progressive  perl-try-tiny  perl-variable-magic>=0.34  perl>=5.5.0,None,perl-namespace-autoclean  perl-namespace-clean,/etc/perl-b-hooks-endofscope.conf
perl-business-isbn,perl  perl-business-isbn-data,perl-libwww,biber,/etc/perl-business-isbn.conf
perl-business-isbn-data,perl,None,perl-business-isbn,/etc/perl-business-isbn-data.conf
perl-business-ismn,perl  perl-tie-cycle>=1.21,None,biber,/etc/perl-business-ismn.conf
perl-business-issn,perl,None,biber,/etc/perl-business-issn.conf
perl-capture-tiny,perl,None,perl-alien-build,/etc/perl-capture-tiny.conf
perl-class-accessor,perl>=5.10.0,None,biber,/etc/perl-class-accessor.conf
perl-class-data-inheritable,perl>=5.10.0,None,perl-exception-class,/etc/perl-class-data-inheritable.conf
perl-class-inspector,perl,None,perl-file-sharedir,/etc/perl-class-inspector.conf
perl-class-load,perl  perl-module-runtime  perl-data-optlist  perl-package-stash>=0.32  perl-try-tiny  perl-test-fatal  perl-module-implementation  perl-namespace-clean,None,perl-datetime-timezone,/etc/perl-class-load.conf
perl-class-singleton,perl>=5.10.0,None,perl-datetime-timezone,/etc/perl-class-singleton.conf
perl-clone,perl,None,perl-data-compare  perl-http-message,/etc/perl-clone.conf
perl-data-compare,perl-file-find-rule>=0.1  perl-clone,None,biber,/etc/perl-data-compare.conf
perl-data-dump,perl,None,biber,/etc/perl-data-dump.conf
perl-data-optlist,perl-params-util  perl-scalar-list-utils  perl-sub-install,None,perl-class-load  perl-sub-exporter,/etc/perl-data-optlist.conf
perl-data-uniqid,perl,None,biber,/etc/perl-data-uniqid.conf
perl-datetime,perl-datetime-timezone>=0.59  perl-datetime-locale>=0.41  perl-params-validate>=0.76  perl-math-round  perl-namespace-autoclean  perl-specio  perl-eval-closure  perl-params-validationcompiler,None,perl-datetime-calendar-julian  perl-datetime-format-builder  perl-datetime-format-strptime,/etc/perl-datetime.conf
perl-datetime-calendar-julian,perl-datetime,None,biber,/etc/perl-datetime-calendar-julian.conf
perl-datetime-format-builder,perl  perl-datetime>=0.12  perl-datetime-format-strptime>=1.04  perl-params-validate>=0.72,None,biber,/etc/perl-datetime-format-builder.conf
perl-datetime-format-strptime,perl-datetime>=0.72  perl-datetime-locale>=0.45  perl-datetime-timezone>=0.79  perl-params-validate>=0.64  perl-package-deprecationmanager,None,perl-datetime-format-builder,/etc/perl-datetime-format-strptime.conf
perl-datetime-locale,perl-params-validate  perl-list-moreutils  perl-file-sharedir  perl-file-sharedir-install,None,perl-datetime  perl-datetime-format-strptime,/etc/perl-datetime-locale.conf
perl-datetime-timezone,perl-class-singleton>=1.03  perl-params-validate>=0.72  perl-class-load  perl-list-allutils,None,perl-datetime  perl-datetime-format-strptime,/etc/perl-datetime-timezone.conf
perl-devel-stacktrace,perl>=5.6,None,perl-exception-class  perl-specio,/etc/perl-devel-stacktrace.conf
perl-dist-checkconflicts,perl-list-moreutils  perl-exporter,None,perl-package-stash,/etc/perl-dist-checkconflicts.conf
perl-encode-locale,perl,None,perl-http-message  perl-libwww,/etc/perl-encode-locale.conf
perl-error,perl,None,git,/etc/perl-error.conf
perl-eval-closure,perl-try-tiny  perl-sub-exporter,None,perl-datetime  perl-params-validationcompiler,/etc/perl-eval-closure.conf
perl-exception-class,perl>=5.8.1  perl-class-data-inheritable>=0.02  perl-devel-stacktrace>=2.00,None,perl-params-validationcompiler,/etc/perl-exception-class.conf
perl-exporter-tiny,perl,None,perl-list-moreutils,/etc/perl-exporter-tiny.conf
perl-ffi-checklib,perl,None,perl-alien-build,/etc/perl-ffi-checklib.conf
perl-file-chdir,perl,None,perl-alien-build,/etc/perl-file-chdir.conf
perl-file-find-rule,perl-number-compare  perl-text-glob>=0.07,None,perl-data-compare,/etc/perl-file-find-rule.conf
perl-file-listing,perl  perl-http-date,None,perl-libwww,/etc/perl-file-listing.conf
perl-file-sharedir,perl-class-inspector,None,perl-datetime-locale,/etc/perl-file-sharedir.conf
perl-file-sharedir-install,None,None,perl-datetime-locale,/etc/perl-file-sharedir-install.conf
perl-file-slurp-tiny,perl,None,perl-xml-libxml-simple,/etc/perl-file-slurp-tiny.conf
perl-file-slurper,perl,None,biber,/etc/perl-file-slurper.conf
perl-file-which,perl,None,perl-alien-build,/etc/perl-file-which.conf
perl-html-parser,perl-html-tagset  perl-http-message  perl-uri,None,perl-libwww,/etc/perl-html-parser.conf
perl-html-tagset,perl,None,perl-html-parser,/etc/perl-html-tagset.conf
perl-http-cookies,perl  perl-http-date  perl-http-message,None,perl-libwww,/etc/perl-http-cookies.conf
perl-http-daemon,perl  perl-http-date  perl-http-message  perl-lwp-mediatypes,None,perl-libwww,/etc/perl-http-daemon.conf
perl-http-date,perl-timedate,None,perl-file-listing  perl-http-cookies  perl-http-daemon  perl-http-message  perl-libwww,/etc/perl-http-date.conf
perl-http-message,perl  perl-clone  perl-encode-locale  perl-http-date  perl-io-html  perl-lwp-mediatypes  perl-uri,None,perl-html-parser  perl-http-cookies  perl-http-daemon  perl-http-negotiate,/etc/perl-http-message.conf
perl-http-negotiate,perl  perl-http-message,None,perl-libwww,/etc/perl-http-negotiate.conf
perl-io-html,perl,None,perl-http-message,/etc/perl-io-html.conf
perl-io-socket-ssl,perl-net-ssleay  perl  perl-uri,None,perl-lwp-protocol-https,/etc/perl-io-socket-ssl.conf
perl-io-string,perl>=5.10.0,None,biber,/etc/perl-io-string.conf
perl-ipc-run3,perl,None,biber,/etc/perl-ipc-run3.conf
perl-libwww,perl  perl-encode-locale  perl-file-listing  perl-html-parser  perl-http-cookies  perl-http-daemon  perl-http-date  perl-http-negotiate  perl-lwp-mediatypes  perl-net-http  perl-try-tiny  perl-uri  perl-www-robotrules,perl-lwp-protocol-https,perl-lwp-protocol-https  perl-xml-parser  xscreensaver,/etc/perl-libwww.conf
perl-lingua-translit,perl,None,biber,/etc/perl-lingua-translit.conf
perl-list-allutils,perl>=5.19.3  perl-list-moreutils>=0.28  perl-scalar-list-utils>=1.45  perl-list-someutils  perl-list-utilsby,None,biber  perl-datetime-timezone,/etc/perl-list-allutils.conf
perl-list-moreutils,perl-exporter-tiny  perl-list-moreutils-xs,None,perl-datetime-locale  perl-dist-checkconflicts  perl-list-allutils,/etc/perl-list-moreutils.conf
perl-list-moreutils-xs,perl,None,perl-list-moreutils,/etc/perl-list-moreutils-xs.conf
perl-list-someutils,perl  perl-module-implementation,None,perl-list-allutils,/etc/perl-list-someutils.conf
perl-list-utilsby,perl>=5.5.0,None,perl-list-allutils,/etc/perl-list-utilsby.conf
perl-log-log4perl,perl,None,biber,/etc/perl-log-log4perl.conf
perl-lwp-mediatypes,perl,None,perl-http-daemon  perl-http-message  perl-libwww,/etc/perl-lwp-mediatypes.conf
perl-lwp-protocol-https,ca-certificates  perl-io-socket-ssl  perl-mozilla-ca  perl-net-http  perl-libwww,None,biber,/etc/perl-lwp-protocol-https.conf
perl-mailtools,perl-timedate,None,git,/etc/perl-mailtools.conf
perl-math-round,perl,None,perl-datetime,/etc/perl-math-round.conf
perl-mime-charset,perl,None,perl-unicode-linebreak,/etc/perl-mime-charset.conf
perl-module-implementation,perl-module-runtime>=0.012  perl-try-tiny,None,perl-b-hooks-endofscope  perl-class-load  perl-list-someutils  perl-package-deprecationmanager  perl-package-stash  perl-params-validate,/etc/perl-module-implementation.conf
perl-module-runtime,perl,None,perl-b-hooks-endofscope  perl-class-load  perl-module-implementation,/etc/perl-module-runtime.conf
perl-mozilla-ca,perl  ca-certificates,None,biber  perl-lwp-protocol-https,/etc/perl-mozilla-ca.conf
perl-mro-compat,perl,None,perl-specio,/etc/perl-mro-compat.conf
perl-namespace-autoclean,perl-b-hooks-endofscope  perl-sub-identify  perl-namespace-clean,None,perl-datetime  perl-package-deprecationmanager,/etc/perl-namespace-autoclean.conf
perl-namespace-clean,perl>=5.5.0  perl-b-hooks-endofscope>=0.12  perl-package-stash>=0.23,None,perl-class-load  perl-namespace-autoclean,/etc/perl-namespace-clean.conf
perl-net-http,perl,None,perl-libwww  perl-lwp-protocol-https,/etc/perl-net-http.conf
perl-net-ssleay,openssl,None,perl-io-socket-ssl,/etc/perl-net-ssleay.conf
perl-number-compare,perl,None,perl-file-find-rule,/etc/perl-number-compare.conf
perl-package-deprecationmanager,perl-params-util  perl-sub-install  perl-package-stash  perl-module-implementation  perl-namespace-autoclean,None,perl-datetime-format-strptime,/etc/perl-package-deprecationmanager.conf
perl-package-stash,perl-dist-checkconflicts  perl-package-stash-xs  perl-module-implementation,None,perl-class-load  perl-namespace-clean  perl-package-deprecationmanager,/etc/perl-package-stash.conf
perl-package-stash-xs,perl,None,perl-package-stash,/etc/perl-package-stash-xs.conf
perl-params-util,perl,None,perl-data-optlist  perl-package-deprecationmanager  perl-sub-exporter,/etc/perl-params-util.conf
perl-params-validate,perl  perl-module-implementation,None,perl-datetime  perl-datetime-format-builder  perl-datetime-format-strptime  perl-datetime-locale  perl-datetime-timezone,/etc/perl-params-validate.conf
perl-params-validationcompiler,perl-role-tiny  perl-eval-closure  perl-exception-class,None,perl-datetime,/etc/perl-params-validationcompiler.conf
perl-parse-recdescent,perl>=5.10.0,None,biber,/etc/perl-parse-recdescent.conf
perl-path-tiny,perl>=5.8.1,None,perl-alien-build,/etc/perl-path-tiny.conf
perl-perlio-utf8-strict,perl,None,biber,/etc/perl-perlio-utf8-strict.conf
perl-regexp-common,perl,None,biber,/etc/perl-regexp-common.conf
perl-role-tiny,perl,None,perl-params-validationcompiler  perl-specio,/etc/perl-role-tiny.conf
perl-sort-key,perl,None,biber,/etc/perl-sort-key.conf
perl-specio,perl-role-tiny  perl-test-fatal  perl-mro-compat  perl-devel-stacktrace,None,perl-datetime,/etc/perl-specio.conf
perl-sub-exporter,perl  perl-data-optlist  perl-params-util  perl-sub-install,None,perl-b-hooks-endofscope  perl-eval-closure,/etc/perl-sub-exporter.conf
perl-sub-exporter-progressive,None,None,perl-b-hooks-endofscope,/etc/perl-sub-exporter-progressive.conf
perl-sub-identify,perl,None,perl-namespace-autoclean,/etc/perl-sub-identify.conf
perl-sub-install,perl,None,perl-data-optlist  perl-package-deprecationmanager  perl-sub-exporter,/etc/perl-sub-install.conf
perl-test-fatal,perl-try-tiny,None,perl-class-load  perl-specio,/etc/perl-test-fatal.conf
perl-text-bibtex,perl,None,biber,/etc/perl-text-bibtex.conf
perl-text-csv,perl,None,biber,/etc/perl-text-csv.conf
perl-text-glob,perl,None,perl-file-find-rule,/etc/perl-text-glob.conf
perl-text-roman,perl,None,biber,/etc/perl-text-roman.conf
perl-tie-cycle,perl,None,perl-business-ismn,/etc/perl-tie-cycle.conf
perl-timedate,perl,None,perl-http-date  perl-mailtools,/etc/perl-timedate.conf
perl-try-tiny,perl,None,perl-b-hooks-endofscope  perl-class-load  perl-eval-closure  perl-libwww  perl-module-implementation  perl-test-fatal,/etc/perl-try-tiny.conf
perl-unicode-linebreak,perl  perl-mime-charset  libthai,None,biber,/etc/perl-unicode-linebreak.conf
perl-uri,perl,None,perl-html-parser  perl-http-message  perl-io-socket-ssl  perl-libwww  perl-www-robotrules,/etc/perl-uri.conf
perl-variable-magic,perl,None,perl-b-hooks-endofscope,/etc/perl-variable-magic.conf
perl-www-robotrules,perl  perl-uri,None,perl-libwww,/etc/perl-www-robotrules.conf
perl-xml-libxml,perl-alien-libxml2  perl-xml-sax  perl-xml-namespacesupport,None,perl-xml-libxml-simple  perl-xml-libxslt,/etc/perl-xml-libxml.conf
perl-xml-libxml-simple,perl  perl-xml-libxml  perl-file-slurp-tiny,None,biber,/etc/perl-xml-libxml-simple.conf
perl-xml-libxslt,perl-xml-libxml  libxslt,None,biber,/etc/perl-xml-libxslt.conf
perl-xml-namespacesupport,perl,None,perl-xml-libxml  perl-xml-sax,/etc/perl-xml-namespacesupport.conf
perl-xml-parser,perl-libwww  expat,None,intltool,/etc/perl-xml-parser.conf
perl-xml-sax,perl  perl-xml-sax-base  perl-xml-namespacesupport,None,perl-xml-libxml,/etc/perl-xml-sax.conf
perl-xml-sax-base,perl,None,perl-xml-sax,/etc/perl-xml-sax-base.conf
perl-xml-writer,perl,None,biber,/etc/perl-xml-writer.conf
phodav,avahi  glib2  libsoup3  libxml2  systemd,None,spice-gtk,/etc/phodav.conf
picom,hicolor-icon-theme  libconfig  libdbus  libev  libgl  pcre  pixman  xcb-util-image  xcb-util-renderutil,dbus,None,/etc/picom.conf
pinentry,glibc  ncurses  libcap  libassuan  libsecret  glib2  libsecret-1.so=0-64  libcap.so  libncursesw.so=6-64  libassuan.so=0-64  libglib-2.0.so=0-64,gtk2,gnupg,/etc/pinentry.conf
pixman,glibc,None,cairo  picom  spice-gtk  texlive-bin  xorg-server,/etc/pixman.conf
pkgconf,glibc  sh,None,base-devel,/etc/pkgconf.conf
polkit,duktape  expat  glib2  pam  systemd,None,colord  libvirt  lightdm  pcsclite  polkit-gnome  rtkit  spice-gtk  udisks2  xfce4-session,/etc/polkit.conf
polkit-gnome,gtk3  polkit,None,archlinux-tweak-tool-git  xfce4-session,/etc/polkit-gnome.conf
poppler,libjpeg  gcc-libs  cairo  fontconfig  openjpeg2  lcms2  nss  curl  gpgme  nspr  libpng  freetype2  zlib  libtiff  glibc,poppler-data,poppler-glib  texlive-bin,/etc/poppler.conf
poppler-data,None,None,ghostscript,/etc/poppler-data.conf
poppler-glib,poppler=23.08.0  glib2  gcc-libs  freetype2  cairo  glibc,None,zathura-pdf-poppler,/etc/poppler-glib.conf
popt,glibc,None,cryptsetup  efibootmgr  gptfdisk  libdv  libnewt,/etc/popt.conf
portaudio,gcc-libs  glibc  alsa-lib  libasound.so=2-64  jack  libjack.so=0-64,None,libopenmpt,/etc/portaudio.conf
potrace,None,None,texlive-bin,/etc/potrace.conf
procps-ng,glibc  ncurses  libncursesw.so=6-64  systemd-libs,None,base  gpm,/etc/procps-ng.conf
psmisc,ncurses,None,base  gvfs,/etc/psmisc.conf
pulseaudio,alsa-lib  fftw  libcap  libltdl  libpulse=16.1-6  libsm  libsoxr  libxtst  orc  rtkit  speexdsp  tdb  webrtc-audio-processing,pulseaudio-alsa,paprefs,/etc/pulseaudio.conf
python,bzip2  expat  gdbm  libffi  libnsl  libxcrypt  openssl  zlib,python-setuptools,dbus-python  libvirt-python  node-gyp  python-attrs  python-cairo  python-chardet  python-distro  python-evdev  python-gobject  python-idna  python-lxml  python-numpy  python-packaging  python-pip  python-ply  python-psutil  python-pygments  python-six  python-typing_extensions  python-urllib3  python-yaml  xfce4-screensaver,/etc/python.conf
python-attrs,python,None,python-pip,/etc/python-attrs.conf
python-cairo,cairo  python,None,arandr  virt-manager,/etc/python-cairo.conf
python-cffi,python-pycparser,None,python-cryptography,/etc/python-cffi.conf
python-chardet,python,None,python-requests,/etc/python-chardet.conf
python-cryptography,python-cffi,None,python-pip,/etc/python-cryptography.conf
python-distro,python,None,archlinux-tweak-tool-git,/etc/python-distro.conf
python-evdev,python,None,solaar,/etc/python-evdev.conf
python-gobject,gobject-introspection-runtime  python,cairo,arandr  archlinux-tweak-tool-git  lightdm-gtk-greeter-settings  solaar  virt-install  xfce4-screensaver,/etc/python-gobject.conf
python-hid-parser,python-typing_extensions,None,solaar,/etc/python-hid-parser.conf
python-idna,python,None,python-requests,/etc/python-idna.conf
python-lxml,python  libxslt,python-beautifulsoup4,gtk-doc,/etc/python-lxml.conf
python-numpy,cblas  lapack  python,openblas,archlinux-tweak-tool-git,/etc/python-numpy.conf
python-packaging,python,None,python-wheel,/etc/python-packaging.conf
python-pip,python  python-attrs  python-cryptography  python-wheel,None,None,/etc/python-pip.conf
python-ply,python,None,python-pycparser,/etc/python-ply.conf
python-psutil,python,None,archlinux-tweak-tool-git  solaar,/etc/python-psutil.conf
python-pycparser,python-ply,None,python-cffi,/etc/python-pycparser.conf
python-pygments,python,None,gtk-doc,/etc/python-pygments.conf
python-pyudev,python-six  systemd,python-pyqt5,solaar,/etc/python-pyudev.conf
python-requests,python-urllib3  python-chardet  python-idna,python-pysocks,virt-install,/etc/python-requests.conf
python-six,python,None,python-pyudev  python-xlib,/etc/python-six.conf
python-typing_extensions,python,None,python-hid-parser,/etc/python-typing_extensions.conf
python-urllib3,python,python-brotli,python-requests,/etc/python-urllib3.conf
python-wheel,python-packaging,python-keyring,python-pip,/etc/python-wheel.conf
python-xlib,python-six,None,solaar,/etc/python-xlib.conf
python-yaml,glibc  libyaml  python,None,solaar,/etc/python-yaml.conf
qrencode,libpng,None,xfce4-clipman-plugin,/etc/qrencode.conf
qt5-base,libjpeg-turbo  xcb-util-keysyms  xcb-util-renderutil  libgl  fontconfig  xdg-utils  shared-mime-info  xcb-util-wm  libxrender  libxi  sqlite  xcb-util-image  mesa  tslib  libinput  libxkbcommon-x11  libproxy  libcups  double-conversion  md4c  qt5-translations,qt5-svg,multimc-bin  qt5-declarative  qt5-svg  qt5-x11extras,/etc/qt5-base.conf
qt5-declarative,qt5-base,None,qt5-graphicaleffects  qt5-quickcontrols  qt5-quickcontrols2  qt5-virtualkeyboard  sddm,/etc/qt5-declarative.conf
qt5-graphicaleffects,qt5-declarative,None,arcolinux-sddm-materia-git  arcolinux-sddm-slice-git  arcolinux-sddm-sugar-candy-git,/etc/qt5-graphicaleffects.conf
qt5-quickcontrols,qt5-declarative,None,arcolinux-sddm-simplicity-git,/etc/qt5-quickcontrols.conf
qt5-quickcontrols2,qt5-declarative,qt5-graphicaleffects,arcolinux-sddm-materia-git  arcolinux-sddm-simplicity-git  arcolinux-sddm-sugar-candy-git,/etc/qt5-quickcontrols2.conf
qt5-svg,qt5-base,None,arcolinux-sddm-sugar-candy-git  multimc-bin  qt5-virtualkeyboard,/etc/qt5-svg.conf
qt5-translations,None,None,qt5-base,/etc/qt5-translations.conf
qt5-virtualkeyboard,qt5-declarative  qt5-svg  hunspell,None,arcolinux-sddm-materia-git  arcolinux-sddm-sugar-candy-git,/etc/qt5-virtualkeyboard.conf
qt5-x11extras,qt5-base,None,multimc-bin,/etc/qt5-x11extras.conf
rav1e,gcc-libs  glibc,None,ffmpeg  libavif,/etc/rav1e.conf
rclone,glibc,fuse3,None,/etc/rclone.conf
re2,gcc-libs  abseil-cpp,None,chromium,/etc/re2.conf
readline,glibc  ncurses  libncursesw.so=6-64,None,bash  gdbm  gnupg  gnutls  hunspell  iwd  libisoburn  libxml2  lua  lua53  lvm2  pcre  pcre2  sqlite  wpa_supplicant,/etc/readline.conf
rebornos-keyring,None,None,archlinux-tweak-tool-git,/etc/rebornos-keyring.conf
